location,total_sqft,bath,bhk
Hennur,1160.0,2.0,2
Hennur,2400.0,3.0,3
Hennur,1255.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1100.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,960.0,2.0,2
Hennur,1020.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1295.0,2.0,2
Hennur,1935.0,3.0,3
Hennur,1345.0,2.0,3
Hennur,1255.0,2.0,2
Hennur,1420.0,2.0,2
Hennur,1155.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1830.0,2.0,3
Hennur,1830.5,3.0,3
Hennur,1255.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1255.0,2.0,2
Hennur,1050.0,2.0,2
Hennur,1295.0,2.0,2
Hennur Road,2089.0,3.0,3
Hennur Road,5000.0,8.0,8
Hennur Road,1385.0,2.0,2
Hennur Road,1317.5,2.0,2
Hennur Road,2264.0,3.0,3
Hennur Road,1157.0,2.0,2
Hennur Road,1904.0,3.0,3
Hennur Road,1891.0,3.0,3
Hennur Road,1561.0,3.0,3
Hennur Road,2060.0,3.0,3
Hennur Road,1482.0,2.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,1065.0,2.0,2
Hennur Road,1482.0,2.0,3
Hennur Road,1891.0,3.0,3
Hennur Road,1703.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,987.0,2.0,2
Hennur Road,2160.0,3.0,3
Hennur Road,1680.0,3.0,3
Hennur Road,1065.0,2.0,2
Hennur Road,1385.0,2.0,2
Hennur Road,2350.0,3.0,3
Hennur Road,1586.0,3.0,3
Hennur Road,1975.0,3.0,3
Hennur Road,1290.0,2.0,3
Hennur Road,901.0,2.0,2
Hennur Road,1445.0,3.0,3
Hennur Road,1482.0,2.0,3
Hennur Road,1182.0,2.0,2
Hennur Road,1036.0,2.0,2
Hennur Road,1891.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,2320.0,3.0,3
Hennur Road,1936.0,3.0,3
Hennur Road,1480.0,2.0,2
Hennur Road,1590.0,3.0,3
Hennur Road,1445.0,2.0,3
Hennur Road,1036.0,2.0,2
Hennur Road,1832.0,3.0,3
Hennur Road,1359.0,2.0,2
Hennur Road,1341.0,2.0,2
Hennur Road,1040.0,2.0,2
Hennur Road,1414.0,2.0,2
Hennur Road,1949.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,1250.0,2.0,3
Hennur Road,2502.0,4.0,4
Hennur Road,1831.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,1341.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,2365.0,4.0,3
Hennur Road,1310.0,2.0,2
Hennur Road,1015.0,2.0,2
Hennur Road,2264.0,3.0,3
Hennur Road,2002.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,1195.0,2.0,2
Hennur Road,1020.0,2.0,2
Hennur Road,5100.0,6.0,5
Hennur Road,1061.0,2.0,2
Hennur Road,1020.0,2.0,2
Hennur Road,2041.0,3.0,3
Hennur Road,1232.0,2.0,2
Hennur Road,1066.0,2.0,2
Hennur Road,973.0,2.0,2
Hennur Road,1255.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,1832.0,3.0,3
Hennur Road,2050.0,3.0,3
Hennur Road,1445.0,2.0,3
Hennur Road,1445.0,2.0,3
Hennur Road,1654.0,3.0,3
Hennur Road,1480.0,3.0,3
Hennur Road,1450.0,3.0,3
Hennur Road,1155.0,2.0,2
Hennur Road,1053.0,2.0,2
Hennur Road,1195.0,2.0,2
Hennur Road,1904.0,3.0,3
Hennur Road,1981.0,3.0,3
Hennur Road,1155.0,2.0,2
Hennur Road,1590.0,3.0,3
Hennur Road,2041.0,3.0,3
Hennur Road,1100.0,2.0,3
Hennur Road,1880.0,4.0,4
Hennur Road,1232.0,2.0,2
Hennur Road,1748.0,3.0,3
Hennur Road,1460.0,2.0,2
Hennur Road,1933.0,3.0,3
Hennur Road,1030.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,1445.0,2.0,3
Hennur Road,973.0,2.0,2
Hennur Road,1305.0,2.0,3
Hennur Road,1165.0,2.0,2
Hennur Road,980.0,2.0,2
Hennur Road,1232.0,2.0,2
Hennur Road,1085.0,2.0,2
Hennur Road,950.0,2.0,2
Hennur Road,1140.0,2.0,2
Hennur Road,1891.0,3.0,3
Hennur Road,1165.0,2.0,2
Hennur Road,1450.0,2.0,2
Hennur Road,1155.0,2.0,2
Hennur Road,1936.0,3.0,3
Hoodi,985.0,2.0,2
Hoodi,1425.0,2.0,2
Hoodi,1420.0,2.0,2
Hoodi,1639.0,3.0,3
Hoodi,1639.0,3.0,3
Hoodi,1026.0,2.0,2
Hoodi,1050.0,2.0,2
Hoodi,1400.0,2.0,2
Hoodi,2400.0,5.0,5
Hoodi,1196.0,2.0,2
Hoodi,1500.0,2.0,2
Hoodi,1055.0,2.0,2
Hoodi,1925.0,2.0,3
Hoodi,1400.0,2.0,2
Hoodi,706.0,1.0,1
Hoodi,1257.0,2.0,2
Hoodi,1132.0,2.0,2
Hoodi,1925.0,3.0,3
Hoodi,1257.0,2.0,2
Hoodi,1305.0,2.0,2
Hoodi,1240.0,2.0,2
Hoodi,1108.0,2.0,2
Hoodi,1257.0,2.0,2
Hoodi,1000.0,2.0,2
Hoodi,1063.0,2.0,2
Hoodi,1259.0,2.0,2
Hoodi,711.0,1.0,1
Hoodi,863.0,1.0,1
Hoodi,1715.0,2.0,3
Hoodi,1447.0,3.0,2
Hoodi,2144.0,3.0,3
Hoodi,1108.0,2.0,2
Hoodi,1837.0,3.0,3
Hoodi,3385.0,4.0,4
Hoodi,1181.0,2.0,2
Hoodi,1490.0,3.0,3
Hoodi,1258.5,2.0,2
Horamavu Agara,1200.0,2.0,2
Horamavu Agara,1560.0,3.0,3
Horamavu Agara,755.0,2.0,2
Horamavu Agara,982.0,2.0,2
Horamavu Agara,1650.0,2.0,3
Horamavu Agara,950.0,2.0,2
Horamavu Agara,1756.0,3.0,3
Horamavu Agara,1106.0,2.0,2
Horamavu Agara,1079.0,2.0,2
Horamavu Agara,1265.0,2.0,3
Horamavu Agara,1060.0,2.0,2
Horamavu Agara,1107.83,2.0,2
Horamavu Agara,980.0,2.0,2
Horamavu Agara,1250.0,3.0,3
Horamavu Agara,1145.0,2.0,2
Horamavu Agara,2400.0,3.0,5
Horamavu Agara,1000.0,2.0,2
Horamavu Agara,760.0,2.0,2
Horamavu Agara,1150.0,2.0,2
Horamavu Agara,750.0,2.0,2
Horamavu Agara,625.0,1.0,1
Horamavu Agara,1080.0,2.0,2
Horamavu Agara,994.0,2.0,2
Horamavu Agara,1107.83,2.0,2
Horamavu Agara,1090.0,2.0,2
Horamavu Agara,1400.0,3.0,3
Horamavu Agara,1557.0,3.0,3
Horamavu Agara,1058.0,2.0,2
Horamavu Banaswadi,1460.0,2.0,2
Horamavu Banaswadi,1156.0,2.0,2
Horamavu Banaswadi,1180.0,2.0,2
Horamavu Banaswadi,1307.0,2.0,2
Horamavu Banaswadi,1357.0,2.0,2
Horamavu Banaswadi,925.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Horamavu Banaswadi,1225.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Horamavu Banaswadi,1156.0,2.0,2
Horamavu Banaswadi,1200.0,2.0,2
Horamavu Banaswadi,1254.0,2.0,2
Horamavu Banaswadi,1610.0,3.0,3
Horamavu Banaswadi,1210.0,2.0,2
Horamavu Banaswadi,1357.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Horamavu Banaswadi,1200.0,2.0,2
Horamavu Banaswadi,1025.0,2.0,2
Horamavu Banaswadi,1081.0,2.0,2
Horamavu Banaswadi,1000.0,2.0,2
Hormavu,1500.0,2.0,2
Hormavu,1150.0,2.0,2
Hormavu,1180.0,2.0,2
Hormavu,1200.0,2.0,2
Hormavu,1200.0,3.0,2
Hormavu,1175.0,2.0,2
Hormavu,1351.0,2.0,1
Hormavu,1141.0,2.0,2
Hormavu,1130.0,2.0,2
Hormavu,1725.0,3.0,3
Hormavu,1153.0,2.0,2
Hormavu,1150.0,2.0,2
Hormavu,1123.0,2.0,2
Hormavu,1385.0,2.0,3
Hormavu,1030.0,2.0,2
Hormavu,1018.0,2.0,2
Hormavu,1555.0,3.0,3
Hormavu,1143.0,2.0,2
Hormavu,1100.0,2.0,2
Hormavu,1000.0,2.0,2
Hormavu,1200.0,2.0,2
Hormavu,1200.0,2.0,2
Hormavu,765.0,2.0,2
Hormavu,1081.5,2.0,2
Hormavu,1250.0,2.0,2
Hormavu,965.0,2.0,2
Hormavu,583.0,1.0,1
Hormavu,1129.0,2.0,2
Hormavu,1385.0,2.0,3
Hormavu,1165.0,2.0,2
Hormavu,1065.0,2.0,2
Hormavu,1046.0,2.0,2
Hormavu,1400.0,2.0,2
Hormavu,1365.0,2.0,3
Hormavu,1196.0,2.0,2
Hormavu,1263.0,2.0,2
Hormavu,1015.0,2.0,2
Hormavu,1200.0,2.0,2
Hormavu,1250.0,2.0,2
Hormavu,1075.0,2.0,2
Hormavu,980.0,2.0,2
Hormavu,1075.0,2.0,2
Hormavu,2282.0,4.0,4
Hormavu,1206.0,2.0,2
Hormavu,1310.0,2.0,2
Hormavu,1310.0,2.0,2
Hormavu,1020.0,2.0,2
Hormavu,1210.0,2.0,2
Hosa Road,1652.0,3.0,3
Hosa Road,1161.0,2.0,2
Hosa Road,1161.0,2.0,2
Hosa Road,1365.0,2.0,2
Hosa Road,1243.0,2.0,2
Hosa Road,1332.0,2.0,3
Hosa Road,615.0,1.0,1
Hosa Road,1318.0,2.0,3
Hosa Road,1133.0,2.0,2
Hosa Road,1016.0,2.0,2
Hosa Road,972.0,2.0,2
Hosa Road,1161.0,2.0,2
Hosa Road,1532.0,3.0,3
Hosa Road,1680.0,3.0,3
Hosa Road,880.0,2.0,2
Hosa Road,1533.0,3.0,3
Hosa Road,1040.0,2.0,2
Hosa Road,1040.0,2.0,2
Hosa Road,1245.0,2.0,2
Hosa Road,1311.0,2.0,3
Hosa Road,800.0,1.0,1
Hosa Road,1364.0,2.0,2
Hosa Road,1016.0,2.0,2
Hosa Road,1360.0,2.0,2
Hosa Road,1170.0,2.0,2
Hosa Road,1161.0,2.0,2
Hosa Road,1470.0,2.0,3
Hosa Road,1161.0,2.0,2
Hosa Road,1016.0,2.0,2
Hosakerehalli,2378.0,3.0,3
Hosakerehalli,2376.0,3.0,3
Hosakerehalli,3205.0,5.0,4
Hosakerehalli,3024.0,5.0,4
Hosakerehalli,2400.0,5.0,5
Hosakerehalli,1817.0,4.0,3
Hosakerehalli,1304.0,2.0,2
Hosakerehalli,2480.0,3.0,3
Hosakerehalli,925.0,2.0,2
Hosakerehalli,2480.0,4.0,3
Hosakerehalli,1596.0,3.0,3
Hosakerehalli,1200.0,2.0,3
Hosakerehalli,3205.0,4.0,4
Hosakerehalli,3033.0,4.0,4
Hosakerehalli,600.0,2.0,2
Hosakerehalli,2480.0,4.0,3
Hosakerehalli,925.0,2.0,2
Hosakerehalli,2376.0,3.0,3
Hosakerehalli,1500.0,6.0,5
Hoskote,1250.0,3.0,3
Hoskote,1225.0,3.0,3
Hoskote,1740.0,3.0,3
Hoskote,1170.0,2.0,2
Hoskote,1200.0,3.0,3
Hoskote,1069.0,2.0,3
Hoskote,1095.0,2.0,2
Hoskote,1065.0,2.0,2
Hoskote,1395.0,2.0,3
Hoskote,1065.0,2.0,2
Hoskote,945.0,2.0,2
Hoskote,1003.5,2.0,2
Hoskote,1065.0,2.0,2
Hoskote,509.0,1.0,1
Hosur Road,1656.0,2.0,2
Hosur Road,1194.0,2.0,2
Hosur Road,3300.0,5.0,5
Hosur Road,1510.0,2.0,3
Hosur Road,1427.0,2.0,3
Hosur Road,1508.0,2.0,3
Hosur Road,460.0,1.0,1
Hosur Road,1179.0,2.0,2
Hosur Road,950.0,2.0,2
Hosur Road,1194.0,2.0,2
Hosur Road,1766.0,3.0,3
Hosur Road,1689.0,3.0,3
Hosur Road,3600.0,5.0,5
Hosur Road,1170.0,2.0,2
Hosur Road,1250.0,2.0,2
Hosur Road,1689.0,3.0,3
Hosur Road,2000.0,4.0,4
Hosur Road,1250.0,2.0,2
Hosur Road,1689.0,3.0,3
Hosur Road,1223.0,2.0,2
Hosur Road,1919.0,3.0,3
Hulimavu,1125.0,2.0,2
Hulimavu,1242.0,2.0,2
Hulimavu,1823.0,3.0,3
Hulimavu,1300.0,2.0,2
Hulimavu,1080.0,2.0,2
Hulimavu,1100.0,2.0,2
Hulimavu,688.0,1.0,1
Hulimavu,1255.0,2.0,2
Hulimavu,1200.0,4.0,4
Hulimavu,1058.0,2.0,2
Hulimavu,1375.0,2.0,2
Hulimavu,1248.0,2.0,2
Hulimavu,1818.0,3.0,3
Hulimavu,1225.0,2.0,2
Hulimavu,1255.0,2.0,2
Hulimavu,1175.0,2.0,2
Hulimavu,1255.0,2.0,2
Hulimavu,1255.0,2.0,2
Hulimavu,1127.0,2.0,2
Hulimavu,1200.0,2.0,2
Hulimavu,1200.0,2.0,2
Hulimavu,1430.0,2.0,3
Hulimavu,850.0,1.0,2
Hulimavu,1000.0,2.0,2
Hulimavu,3560.0,5.0,4
Hulimavu,1011.0,2.0,2
Hulimavu,1276.0,2.0,2
Hulimavu,1500.0,2.0,2
Hulimavu,1315.0,2.0,2
Hulimavu,1021.0,2.0,2
Hulimavu,581.0,1.0,1
Hulimavu,935.0,2.0,2
Hulimavu,1050.0,2.0,2
Hulimavu,1200.0,4.0,4
Hulimavu,1260.0,2.0,3
Hulimavu,450.0,1.0,1
Hulimavu,1231.0,2.0,2
Hulimavu,1916.0,2.0,3
Hulimavu,1115.0,2.0,2
ISRO Layout,4400.0,6.0,6
ISRO Layout,1000.0,2.0,2
ISRO Layout,1180.0,2.0,2
ISRO Layout,1000.0,2.0,2
ISRO Layout,1310.0,2.0,3
ISRO Layout,4200.0,4.0,4
ISRO Layout,1050.0,2.0,2
ISRO Layout,1370.0,2.0,3
ITPL,1200.0,3.0,3
ITPL,1548.0,3.0,3
ITPL,1200.0,3.0,3
ITPL,1200.0,3.0,3
ITPL,1200.0,3.0,3
ITPL,1500.0,3.0,3
ITPL,5667.5,5.0,4
Iblur Village,3235.0,3.0,3
Iblur Village,3596.0,5.0,4
Iblur Village,1920.0,3.0,3
Iblur Village,1995.0,3.0,3
Iblur Village,3596.0,5.0,4
Iblur Village,1918.0,3.0,3
Iblur Village,2100.0,4.0,3
Iblur Village,1920.0,3.0,3
Iblur Village,1920.0,3.0,3
Iblur Village,1920.0,3.0,3
Iblur Village,2000.0,4.0,3
Iblur Village,3596.0,5.0,4
Iblur Village,3596.0,5.0,4
Iblur Village,2666.0,4.0,3
Iblur Village,5384.0,5.0,5
Iblur Village,3596.0,5.0,4
Iblur Village,5515.0,6.0,5
Iblur Village,1920.0,3.0,3
Iblur Village,3596.0,4.0,4
Indira Nagar,1200.0,2.0,2
Indira Nagar,1128.0,2.0,2
Indira Nagar,2800.0,3.0,3
Indira Nagar,1650.0,3.0,3
Indira Nagar,1210.0,2.0,2
Indira Nagar,1224.0,2.0,2
Indira Nagar,2070.0,3.0,3
Indira Nagar,500.0,1.0,1
Indira Nagar,1400.0,2.0,2
Indira Nagar,2400.0,4.0,4
Indira Nagar,1145.0,2.0,2
Indira Nagar,1470.0,2.0,2
Indira Nagar,2700.0,3.0,3
Indira Nagar,850.0,1.0,1
Indira Nagar,3250.0,8.0,8
Indira Nagar,2601.0,4.0,3
Indira Nagar,1260.0,2.0,2
Indira Nagar,1740.0,3.0,3
Indira Nagar,1650.0,3.0,3
Indira Nagar,1440.0,3.0,3
Indira Nagar,1475.0,2.0,2
Indira Nagar,3200.0,4.0,4
Indira Nagar,4000.0,4.0,4
Indira Nagar,850.0,1.0,1
Indira Nagar,2400.0,4.0,4
Indira Nagar,1800.0,5.0,5
Indira Nagar,1650.0,3.0,3
Indira Nagar,2800.0,4.0,4
Indira Nagar,1260.0,2.0,2
Indira Nagar,1149.0,2.0,2
Indira Nagar,2400.0,6.0,6
JP Nagar,1850.0,3.0,3
JP Nagar,1000.0,2.0,2
JP Nagar,1100.0,2.0,2
JP Nagar,940.0,2.0,2
JP Nagar,4624.5,4.0,4
JP Nagar,1078.0,2.0,2
JP Nagar,1050.0,1.0,1
JP Nagar,1352.5,2.0,2
JP Nagar,1200.0,2.0,2
JP Nagar,1300.0,2.0,2
JP Nagar,1315.0,2.0,3
JP Nagar,1690.0,3.0,3
JP Nagar,750.0,1.0,1
JP Nagar,1200.0,2.0,2
JP Nagar,1850.0,2.0,3
JP Nagar,1100.0,2.0,2
JP Nagar,1197.0,2.0,2
JP Nagar,2700.0,4.0,7
JP Nagar,820.0,2.0,2
JP Nagar,1750.0,3.0,3
JP Nagar,745.0,1.0,1
JP Nagar,1800.0,6.0,6
JP Nagar,1150.0,2.0,2
JP Nagar,1960.0,3.0,3
JP Nagar,1500.0,2.0,4
JP Nagar,1250.0,2.0,2
JP Nagar,1125.0,2.0,2
JP Nagar,2400.0,3.0,3
JP Nagar,1300.0,2.0,2
JP Nagar,1107.0,2.0,2
JP Nagar,1250.0,2.0,2
JP Nagar,1500.0,2.0,3
JP Nagar,1405.0,2.0,2
JP Nagar,1157.0,2.0,2
JP Nagar,1048.0,2.0,2
Jakkur,1417.0,2.0,2
Jakkur,1590.0,2.0,3
Jakkur,1279.0,2.0,2
Jakkur,1710.0,3.0,3
Jakkur,1396.0,2.0,3
Jakkur,1865.0,3.0,3
Jakkur,1100.0,2.0,2
Jakkur,1760.0,3.0,3
Jakkur,1290.0,2.0,2
Jakkur,1452.19,2.0,2
Jakkur,1798.0,3.0,3
Jakkur,1300.0,2.0,2
Jakkur,3181.0,4.0,4
Jakkur,1950.0,3.0,3
Jakkur,1230.0,2.0,2
Jakkur,1290.0,2.0,2
Jakkur,1760.0,3.0,3
Jakkur,1483.0,2.0,2
Jakkur,1650.0,3.0,3
Jakkur,2423.0,4.0,3
Jakkur,2197.0,3.0,3
Jakkur,1125.0,2.0,2
Jakkur,1230.0,2.0,2
Jakkur,1202.0,2.0,2
Jakkur,1858.0,3.0,3
Jakkur,1798.0,3.0,3
Jakkur,1785.0,3.0,3
Jakkur,1080.0,2.0,2
Jakkur,1260.0,2.0,2
Jakkur,1816.0,3.0,3
Jakkur,1424.0,2.0,2
Jakkur,1290.0,2.0,2
Jakkur,1300.0,2.0,2
Jakkur,1290.0,2.0,2
Jakkur,1282.0,2.0,2
Jakkur,1660.0,3.0,3
Jakkur,1291.0,2.0,2
Jakkur,1473.0,2.0,2
Jakkur,1660.0,3.0,3
Jakkur,1950.0,3.0,3
Jakkur,1432.0,2.0,2
Jakkur,1710.0,3.0,3
Jalahalli,2250.0,3.0,3
Jalahalli,1694.0,2.0,2
Jalahalli,1400.0,1.0,2
Jalahalli,1045.0,2.0,2
Jalahalli,2113.0,3.0,3
Jalahalli,1932.0,4.0,3
Jalahalli,1045.0,2.0,2
Jalahalli,1200.0,4.0,4
Jalahalli,1020.0,2.0,2
Jalahalli,2384.0,4.0,3
Jalahalli,790.0,2.0,2
Jalahalli,1569.0,3.0,3
Jalahalli,600.0,1.0,1
Jalahalli,615.0,1.0,1
Jalahalli,905.0,2.0,2
Jalahalli,1000.0,2.0,2
Jalahalli,615.0,1.0,1
Jalahalli,1470.0,2.0,3
Jalahalli,1244.0,2.0,2
Jalahalli,1407.0,2.0,2
Jalahalli,1200.0,2.0,1
Jalahalli,1045.0,2.0,2
Jalahalli,2086.0,3.0,3
Jalahalli,1313.0,2.0,2
Jalahalli East,750.0,1.0,1
Jalahalli East,1260.0,2.0,3
Jalahalli East,1020.0,2.0,2
Jalahalli East,1300.0,2.0,3
Jalahalli East,775.0,1.0,1
Jalahalli East,1010.0,2.0,2
Jalahalli East,1010.0,2.0,2
Jigani,918.0,2.0,2
Jigani,918.0,2.0,2
Jigani,914.0,2.0,2
Jigani,927.0,2.0,2
Jigani,920.0,2.0,2
Jigani,2400.0,4.0,3
Jigani,918.0,2.0,2
Jigani,918.0,2.0,2
Jigani,933.0,2.0,2
Jigani,918.0,2.0,2
Jigani,2400.0,3.0,3
Jigani,937.0,2.0,2
Jigani,923.0,2.0,2
Jigani,1221.0,3.0,3
Jigani,918.0,2.0,2
Jigani,914.0,2.0,2
Jigani,918.0,2.0,2
Jigani,1200.0,3.0,3
Jigani,914.0,2.0,2
Jigani,1221.0,3.0,3
Jigani,1252.0,3.0,3
Jigani,939.0,2.0,2
Jigani,1221.0,3.0,3
Jigani,943.0,2.0,2
Jigani,918.0,2.0,2
Jigani,943.0,2.0,2
Judicial Layout,1300.0,3.0,3
Judicial Layout,2070.0,3.0,3
Judicial Layout,1700.0,3.0,3
Judicial Layout,1100.0,2.0,3
Judicial Layout,1165.0,2.0,2
Judicial Layout,5400.0,4.0,5
Judicial Layout,1500.0,3.0,4
Judicial Layout,900.0,2.0,2
Judicial Layout,1989.0,4.0,3
KR Puram,1277.5,2.0,2
KR Puram,930.0,2.0,2
KR Puram,1155.0,2.0,2
KR Puram,1225.0,2.0,2
KR Puram,1100.0,2.0,2
KR Puram,1200.0,2.0,2
KR Puram,750.0,2.0,2
KR Puram,1015.0,2.0,2
KR Puram,1470.0,2.0,2
KR Puram,714.0,1.0,1
KR Puram,1142.0,2.0,2
KR Puram,1115.0,2.0,2
KR Puram,1021.0,2.0,2
KR Puram,1559.0,3.0,3
KR Puram,1035.0,2.0,2
KR Puram,1550.0,2.0,2
KR Puram,1192.5,2.0,2
KR Puram,1100.0,2.0,2
KR Puram,1290.0,2.0,2
KR Puram,1100.0,2.0,2
KR Puram,950.0,2.0,2
KR Puram,1156.0,2.0,2
KR Puram,1000.0,2.0,2
KR Puram,1001.0,2.0,2
KR Puram,750.0,2.0,2
KR Puram,2000.0,6.0,6
KR Puram,1000.0,2.0,2
KR Puram,1200.0,2.0,2
KR Puram,1200.0,1.0,2
KR Puram,1076.0,2.0,2
KR Puram,1140.0,2.0,2
KR Puram,4300.0,6.0,6
KR Puram,1200.0,2.0,2
KR Puram,1040.0,2.0,2
KR Puram,1200.0,4.0,4
KR Puram,734.0,2.0,2
KR Puram,1120.0,2.0,2
KR Puram,1150.0,2.0,2
KR Puram,4600.0,9.0,9
KR Puram,1050.0,2.0,2
KR Puram,1057.0,2.0,2
KR Puram,1085.0,2.0,2
KR Puram,1700.0,3.0,3
KR Puram,1200.0,2.0,2
KR Puram,3628.0,4.0,4
KR Puram,2000.0,2.0,2
KR Puram,1100.0,2.0,2
KR Puram,1035.0,2.0,2
KR Puram,1116.0,2.0,2
KR Puram,1290.0,2.0,2
KR Puram,1300.0,2.0,3
KR Puram,866.28,2.0,2
KR Puram,1096.0,2.0,2
KR Puram,1204.0,2.0,2
KR Puram,700.0,1.0,1
KR Puram,1205.0,2.0,2
KR Puram,1827.0,3.0,3
KR Puram,1075.0,2.0,2
KR Puram,1100.0,2.0,2
KR Puram,2800.0,6.0,7
KR Puram,1020.0,2.0,2
KR Puram,1200.0,2.0,2
KR Puram,1245.0,2.0,2
Kadubeesanahalli,1665.0,3.0,3
Kadubeesanahalli,1532.0,3.0,3
Kadubeesanahalli,1545.0,2.0,3
Kadubeesanahalli,1424.0,2.0,3
Kadubeesanahalli,1257.0,2.0,2
Kadubeesanahalli,1365.0,3.0,3
Kadubeesanahalli,1257.0,2.0,2
Kadubeesanahalli,1184.0,2.0,2
Kadubeesanahalli,1185.0,2.0,2
Kadubeesanahalli,1140.0,2.0,2
Kadugodi,1762.0,3.0,3
Kadugodi,1198.0,2.0,2
Kadugodi,1890.0,4.0,3
Kadugodi,3750.0,4.0,4
Kadugodi,1762.0,3.0,3
Kadugodi,1900.0,3.0,3
Kadugodi,1314.0,2.0,2
Kadugodi,1645.0,2.0,3
Kadugodi,1100.0,2.0,2
Kadugodi,1314.0,2.0,2
Kadugodi,1762.0,3.0,3
Kadugodi,1314.0,2.0,2
Kadugodi,925.0,1.0,1
Kadugodi,1351.0,2.0,3
Kadugodi,1010.0,2.0,2
Kadugodi,1890.0,4.0,3
Kadugodi,1152.0,2.0,2
Kadugodi,1394.0,2.0,2
Kadugodi,1762.0,3.0,3
Kadugodi,1890.0,4.0,3
Kadugodi,1088.0,2.0,2
Kadugodi,1875.0,2.0,3
Kadugodi,1150.0,2.0,2
Kadugodi,1762.0,3.0,3
Kadugodi,1314.0,2.0,2
Kadugodi,1196.0,2.0,2
Kaggadasapura,1280.0,2.0,3
Kaggadasapura,1275.0,2.0,2
Kaggadasapura,2150.0,4.0,4
Kaggadasapura,1150.0,2.0,2
Kaggadasapura,1110.0,2.0,2
Kaggadasapura,1060.0,2.0,2
Kaggadasapura,1063.0,2.0,2
Kaggadasapura,1470.0,2.0,3
Kaggadasapura,1050.0,2.0,2
Kaggadasapura,1132.0,2.0,2
Kaggadasapura,1100.0,2.0,2
Kaggadasapura,1325.0,2.0,2
Kaggadasapura,1200.0,2.0,2
Kaggadasapura,1035.0,2.0,2
Kaggadasapura,1180.0,1.0,2
Kaggadasapura,1140.0,2.0,2
Kaggadasapura,1340.0,3.0,3
Kaggadasapura,1500.0,3.0,3
Kaggadasapura,1215.0,2.0,2
Kaggadasapura,1225.0,2.0,2
Kaggadasapura,1540.0,3.0,3
Kaggadasapura,1240.0,2.0,2
Kaggadasapura,1560.0,2.0,3
Kaggadasapura,1240.0,2.0,2
Kaggadasapura,1000.0,2.0,2
Kaggadasapura,1225.0,2.0,2
Kaggadasapura,960.0,2.0,2
Kaggadasapura,775.0,2.0,2
Kaggadasapura,1455.0,3.0,3
Kaggadasapura,1045.0,2.0,2
Kaggadasapura,1654.0,3.0,3
Kaggadasapura,1106.0,2.0,2
Kaggadasapura,1485.0,2.0,3
Kaggadasapura,1175.0,2.0,2
Kaggadasapura,1105.0,2.0,2
Kaggadasapura,1500.0,2.0,3
Kaggadasapura,1400.0,2.0,3
Kaggadasapura,1150.0,2.0,2
Kaggalipura,700.0,1.0,1
Kaggalipura,700.0,1.0,1
Kaggalipura,950.0,2.0,2
Kaggalipura,1000.0,2.0,2
Kaggalipura,950.0,2.0,2
Kaggalipura,950.0,2.0,2
Kaggalipura,1150.0,2.0,3
Kaggalipura,700.0,1.0,1
Kaggalipura,950.0,2.0,2
Kaggalipura,950.0,2.0,2
Kaikondrahalli,1645.0,3.0,3
Kaikondrahalli,1115.0,2.0,2
Kaikondrahalli,1220.0,3.0,3
Kaikondrahalli,1300.0,2.0,2
Kaikondrahalli,1700.0,4.0,4
Kaikondrahalli,1342.0,3.0,3
Kaikondrahalli,1605.0,3.0,3
Kaikondrahalli,1253.0,2.0,2
Kaikondrahalli,991.0,2.0,2
Kaikondrahalli,1250.0,2.0,2
Kaikondrahalli,3381.0,6.0,6
Kalena Agrahara,1200.0,2.0,2
Kalena Agrahara,1804.0,3.0,3
Kalena Agrahara,1425.0,2.0,3
Kalena Agrahara,1325.0,2.0,2
Kalena Agrahara,1450.0,2.0,3
Kalena Agrahara,980.0,2.0,2
Kalena Agrahara,1187.0,2.0,2
Kalena Agrahara,800.0,2.0,2
Kalena Agrahara,1565.0,3.0,3
Kalena Agrahara,610.0,1.0,1
Kalena Agrahara,1040.0,2.0,2
Kalena Agrahara,1450.0,3.0,3
Kalena Agrahara,1200.0,2.0,2
Kalena Agrahara,1902.0,3.0,3
Kalena Agrahara,800.0,2.0,2
Kalena Agrahara,1222.0,2.0,2
Kalena Agrahara,900.0,2.0,2
Kalena Agrahara,1837.0,2.0,3
Kalena Agrahara,1510.0,3.0,3
